name	kind	benchmark_id	batch	epochs
u_prodshape_r0	util	a100-util-production-shape	4491	19490
u_prodshape_r1	util	a100-util-production-shape	4491	19490
u_prodshape_r2	util	a100-util-production-shape	4491	19490
