name	kind	benchmark_id	batch	epochs
f2_qm9cond_b500	set	-	500	1500
f2b_qm9cond_b1000	set	-	1000	1000
f4_acridine_mace	set	-	250	1200
elj_r0	set	-	1000	2500
elj_r1	set	-	1000	2500
elj_r2	set	-	1000	2500
elj_r3	set	-	1000	2500
elj_r4	set	-	1000	2500
uma_r0	set	-	100	1225
uma_r1	set	-	100	1225
uma_r2	set	-	100	1225
uma_r3	set	-	100	1225
uma_r4	set	-	100	1225
