fam,steps,pb_first10,pb_last10,pf_first10,pf_last10,ratio_first10,ratio_last10,mle_first,mle_last
mip,19010,51.74447059631348,13.147120952606201,69.23181915283203,45.343868255615234,0.7768485644533388,0.2881224047655003,15.01482863992473,-26.839094151247327
neh,14010,52.60168647766113,13.252338409423828,57.450721740722656,34.73307418823242,0.9316817280179752,0.38932873118115796,16.67815588383019,-15.771805639328486
mipu,5010,42.72639846801758,25.216763496398926,51.7467098236084,86.78298568725586,0.8706165142251067,0.2841703887643795,14.865732367120522,-25.39255912663238
nehu,5010,36.295087814331055,22.62082576751709,37.713727951049805,85.16416931152344,0.9647076798138519,0.25682104876292355,14.964557942321342,-18.38819657059854
acr,9010,24.802499771118164,14.095812320709229,55.25914764404297,69.3215446472168,0.4534081975558291,0.21304039070866881,-9.992814650407265,-20.331620399815005
